study,fixture_id,competition,packet_hash,call_index,status,generation_id,schema_version,prompt_version,packet_schema_version,resolved_model_id,input_tokens,output_tokens,latency_s,cost_usd,cache_hit,reject_field,reject_reason,created_unix
repeatability,mt_978826968,champ,16eb9ca0a0e13008ed428ffe5b4404d6914597b2e91eebf94cbb3103c4e68385,2,LLM_STATE_REJECTED,LLM_MATCHUP_V2,football_state_schema_v3,sonnet_prompt_v3,fixture_evidence_packet_v3,us.anthropic.claude-sonnet-4-5-20250929-v1:0,29127,5563,49.874,0.170826,False,<root>/team_b_states[12]/level,invalid enum value 'MEDIUM_LOW',1789275112
repeatability,mt_830905035,epl,d405a9d523f09413cb02bd163261dcb5f98cbbd379db0015242e0fa3d838bdc7,0,LLM_STATE_REJECTED,LLM_MATCHUP_V2,football_state_schema_v3,sonnet_prompt_v3,fixture_evidence_packet_v3,us.anthropic.claude-sonnet-4-5-20250929-v1:0,30951,5321,48.75,0.172668,False,team_a_states[10]/evidence_ids,cited id not in packet: A_DIS_interceptions_for_a7dc7e,1789275267
repeatability,mt_830905035,epl,d405a9d523f09413cb02bd163261dcb5f98cbbd379db0015242e0fa3d838bdc7,1,LLM_STATE_REJECTED,LLM_MATCHUP_V2,football_state_schema_v3,sonnet_prompt_v3,fixture_evidence_packet_v3,us.anthropic.claude-sonnet-4-5-20250929-v1:0,30951,5321,49.732,0.172668,False,team_a_states[10]/evidence_ids,cited id not in packet: A_DIS_interceptions_for_a7dc7e,1789275267
repeatability,mt_830905035,epl,d405a9d523f09413cb02bd163261dcb5f98cbbd379db0015242e0fa3d838bdc7,2,LLM_STATE_REJECTED,LLM_MATCHUP_V2,football_state_schema_v3,sonnet_prompt_v3,fixture_evidence_packet_v3,us.anthropic.claude-sonnet-4-5-20250929-v1:0,30951,5887,56.365,0.181158,False,<root>/team_a_states[13]/level,invalid enum value 'MEDIUM_LOW',1789275267
repeatability,mt_830906938,laliga,b5b7fc6a90c67e985e92d77b91b4a2347c3a06bf978280d563ef578fc6bb760a,0,OK,LLM_MATCHUP_V2,football_state_schema_v3,sonnet_prompt_v3,fixture_evidence_packet_v3,us.anthropic.claude-sonnet-4-5-20250929-v1:0,31262,6405,59.482,0.189861,False,,,1789275441
repeatability,mt_830906938,laliga,b5b7fc6a90c67e985e92d77b91b4a2347c3a06bf978280d563ef578fc6bb760a,1,OK,LLM_MATCHUP_V2,football_state_schema_v3,sonnet_prompt_v3,fixture_evidence_packet_v3,us.anthropic.claude-sonnet-4-5-20250929-v1:0,31262,6405,59.041,0.189861,False,,,1789275441
repeatability,mt_830906938,laliga,b5b7fc6a90c67e985e92d77b91b4a2347c3a06bf978280d563ef578fc6bb760a,2,OK,LLM_MATCHUP_V2,football_state_schema_v3,sonnet_prompt_v3,fixture_evidence_packet_v3,us.anthropic.claude-sonnet-4-5-20250929-v1:0,31262,6040,55.241,0.184386,False,,,1789275441
repeatability,mt_196039593,laliga2,87b11e13aac0a39fbe98432816945a72fb988717c9a3eff137b9f0391414c04c,0,OK,LLM_MATCHUP_V2,football_state_schema_v3,sonnet_prompt_v3,fixture_evidence_packet_v3,us.anthropic.claude-sonnet-4-5-20250929-v1:0,30944,5616,50.726,0.177072,False,,,1789275591
repeatability,mt_196039593,laliga2,87b11e13aac0a39fbe98432816945a72fb988717c9a3eff137b9f0391414c04c,1,OK,LLM_MATCHUP_V2,football_state_schema_v3,sonnet_prompt_v3,fixture_evidence_packet_v3,us.anthropic.claude-sonnet-4-5-20250929-v1:0,30944,5616,49.997,0.177072,False,,,1789275591
repeatability,mt_196039593,laliga2,87b11e13aac0a39fbe98432816945a72fb988717c9a3eff137b9f0391414c04c,2,OK,LLM_MATCHUP_V2,football_state_schema_v3,sonnet_prompt_v3,fixture_evidence_packet_v3,us.anthropic.claude-sonnet-4-5-20250929-v1:0,30944,5483,49.059,0.175077,False,,,1789275591
